<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
FPT,D,20121129,000000,5060.0000,5080.0000,5000.0000,5000.0000,73740,0
FPT,D,20121130,000000,5020.0000,5030.0000,5000.0000,5020.0000,44430,0
FPT,D,20121203,000000,5020.0000,5020.0000,4970.0000,4980.0000,54360,0
FPT,D,20121204,000000,4940.0000,5030.0000,4920.0000,5030.0000,93650,0
FPT,D,20121205,000000,5190.0000,5250.0000,5110.0000,5170.0000,107150,0
FPT,D,20121206,000000,5130.0000,5170.0000,5130.0000,5140.0000,66360,0
FPT,D,20121207,000000,5110.0000,5160.0000,5090.0000,5110.0000,40580,0
FPT,D,20121210,000000,5140.0000,5170.0000,5130.0000,5170.0000,37500,0
FPT,D,20121211,000000,5140.0000,5170.0000,5140.0000,5140.0000,41280,0
FPT,D,20121212,000000,5140.0000,5300.0000,5140.0000,5220.0000,144700,0
FPT,D,20121213,000000,5240.0000,5280.0000,5200.0000,5250.0000,139170,0
FPT,D,20121214,000000,5240.0000,5300.0000,5220.0000,5220.0000,61370,0
FPT,D,20121217,000000,5220.0000,5280.0000,5190.0000,5200.0000,89860,0
FPT,D,20121218,000000,5140.0000,5200.0000,5130.0000,5130.0000,95270,0
FPT,D,20121219,000000,5200.0000,5330.0000,5160.0000,5270.0000,151080,0
FPT,D,20121220,000000,5300.0000,5300.0000,5190.0000,5190.0000,71260,0
FPT,D,20121221,000000,5190.0000,5220.0000,5110.0000,5160.0000,202750,0
FPT,D,20121224,000000,5170.0000,5270.0000,5170.0000,5250.0000,156090,0
FPT,D,20121225,000000,5270.0000,5270.0000,5220.0000,5250.0000,189040,0
FPT,D,20121226,000000,5240.0000,5430.0000,5220.0000,5430.0000,274620,0
FPT,D,20121227,000000,5460.0000,5660.0000,5460.0000,5620.0000,346980,0
FPT,D,20121228,000000,5620.0000,5620.0000,5550.0000,5570.0000,152500,0
FPT,D,20130102,000000,5580.0000,5790.0000,5580.0000,5760.0000,380320,0
FPT,D,20130103,000000,5760.0000,5790.0000,5580.0000,5680.0000,366960,0
FPT,D,20130104,000000,5650.0000,5760.0000,5630.0000,5760.0000,278020,0
FPT,D,20130107,000000,5730.0000,5770.0000,5700.0000,5730.0000,204570,0
FPT,D,20130108,000000,5740.0000,6010.0000,5730.0000,6010.0000,535860,0
FPT,D,20130109,000000,6310.0000,6310.0000,6090.0000,6170.0000,1588500,0
FPT,D,20130110,000000,6120.0000,6300.0000,6110.0000,6250.0000,607050,0
FPT,D,20130111,000000,6250.0000,6280.0000,6140.0000,6150.0000,614810,0
FPT,D,20130114,000000,6040.0000,6090.0000,5950.0000,5960.0000,499600,0
FPT,D,20130115,000000,5960.0000,6120.0000,5960.0000,6040.0000,357880,0
FPT,D,20130116,000000,6110.0000,6200.0000,6040.0000,6110.0000,368380,0
FPT,D,20130117,000000,6090.0000,6120.0000,6030.0000,6030.0000,292200,0
FPT,D,20130118,000000,5980.0000,6030.0000,5960.0000,6000.0000,362960,0
FPT,D,20130121,000000,5980.0000,6010.0000,5930.0000,5960.0000,119000,0
FPT,D,20130122,000000,5960.0000,6000.0000,5740.0000,5870.0000,373240,0
FPT,D,20130123,000000,5840.0000,5900.0000,5840.0000,5870.0000,192530,0
FPT,D,20130124,000000,5900.0000,6030.0000,5900.0000,6010.0000,141650,0
FPT,D,20130125,000000,6070.0000,6250.0000,6070.0000,6220.0000,787540,0
FPT,D,20130128,000000,6250.0000,6450.0000,6250.0000,6300.0000,558550,0
FPT,D,20130129,000000,6280.0000,6330.0000,6230.0000,6250.0000,207130,0
FPT,D,20130130,000000,6330.0000,6580.0000,6330.0000,6450.0000,689630,0
FPT,D,20130131,000000,6420.0000,6440.0000,6330.0000,6340.0000,366670,0
FPT,D,20130201,000000,6330.0000,6330.0000,6170.0000,6250.0000,323300,0
FPT,D,20130204,000000,6300.0000,6300.0000,6200.0000,6230.0000,166570,0
FPT,D,20130205,000000,6190.0000,6230.0000,6150.0000,6200.0000,183200,0
FPT,D,20130206,000000,6190.0000,6330.0000,6190.0000,6230.0000,90900,0
FPT,D,20130207,000000,6250.0000,6260.0000,6220.0000,6260.0000,155490,0
FPT,D,20130208,000000,6280.0000,6410.0000,6250.0000,6300.0000,92170,0
FPT,D,20130218,000000,6300.0000,6360.0000,6280.0000,6330.0000,131010,0
FPT,D,20130219,000000,6330.0000,6340.0000,6260.0000,6280.0000,168260,0
FPT,D,20130220,000000,6200.0000,6280.0000,6200.0000,6250.0000,171590,0
FPT,D,20130221,000000,6250.0000,6260.0000,6110.0000,6110.0000,307570,0
FPT,D,20130222,000000,6150.0000,6230.0000,5930.0000,6090.0000,337970,0
FPT,D,20130225,000000,6150.0000,6150.0000,6060.0000,6070.0000,143330,0
FPT,D,20130226,000000,6070.0000,6070.0000,5840.0000,5840.0000,285040,0
FPT,D,20130227,000000,5790.0000,5900.0000,5770.0000,5790.0000,283110,0
FPT,D,20130228,000000,5790.0000,5890.0000,5790.0000,5850.0000,191070,0
FPT,D,20130301,000000,5870.0000,5870.0000,5820.0000,5850.0000,96880,0
FPT,D,20130304,000000,5840.0000,5840.0000,5700.0000,5730.0000,225550,0
FPT,D,20130305,000000,5700.0000,5730.0000,5650.0000,5650.0000,194960,0
FPT,D,20130306,000000,5650.0000,5740.0000,5650.0000,5730.0000,60350,0
FPT,D,20130307,000000,5770.0000,5770.0000,5630.0000,5700.0000,115870,0
FPT,D,20130308,000000,5680.0000,5840.0000,5680.0000,5820.0000,116190,0
FPT,D,20130311,000000,5820.0000,5930.0000,5820.0000,5920.0000,78540,0
FPT,D,20130312,000000,5890.0000,5980.0000,5840.0000,5920.0000,67310,0
FPT,D,20130313,000000,5950.0000,5950.0000,5850.0000,5870.0000,66390,0
FPT,D,20130314,000000,5930.0000,5930.0000,5870.0000,5900.0000,15620,0
FPT,D,20130315,000000,5920.0000,5920.0000,5870.0000,5890.0000,13800,0
FPT,D,20130318,000000,5900.0000,5920.0000,5840.0000,5840.0000,54560,0
FPT,D,20130319,000000,5810.0000,5870.0000,5810.0000,5850.0000,27280,0
FPT,D,20130320,000000,5900.0000,5930.0000,5850.0000,5890.0000,63140,0
FPT,D,20130321,000000,5920.0000,6110.0000,5900.0000,6040.0000,274540,0
FPT,D,20130322,000000,6110.0000,6300.0000,6010.0000,6010.0000,387570,0
FPT,D,20130325,000000,6090.0000,6120.0000,6040.0000,6090.0000,173440,0
FPT,D,20130326,000000,6140.0000,6140.0000,6060.0000,6060.0000,138400,0
FPT,D,20130327,000000,6040.0000,6060.0000,5980.0000,5980.0000,187110,0
FPT,D,20130328,000000,6000.0000,6040.0000,5980.0000,5980.0000,97940,0
FPT,D,20130329,000000,5980.0000,6010.0000,5930.0000,5980.0000,184310,0
FPT,D,20130401,000000,5950.0000,6070.0000,5950.0000,6070.0000,142540,0
FPT,D,20130402,000000,6090.0000,6230.0000,6090.0000,6120.0000,413850,0
FPT,D,20130403,000000,6140.0000,6150.0000,6070.0000,6070.0000,128770,0
FPT,D,20130404,000000,6090.0000,6090.0000,6010.0000,6030.0000,58120,0
FPT,D,20130405,000000,6010.0000,6070.0000,6010.0000,6070.0000,123140,0
FPT,D,20130408,000000,6070.0000,6280.0000,6070.0000,6280.0000,721860,0
FPT,D,20130409,000000,6300.0000,6580.0000,6280.0000,6470.0000,894350,0
FPT,D,20130410,000000,6490.0000,6490.0000,6300.0000,6300.0000,305550,0
FPT,D,20130411,000000,6300.0000,6300.0000,6150.0000,6200.0000,312510,0
FPT,D,20130412,000000,6250.0000,6280.0000,6120.0000,6170.0000,332180,0
FPT,D,20130415,000000,6090.0000,6170.0000,5950.0000,5980.0000,320830,0
FPT,D,20130416,000000,5980.0000,6000.0000,5820.0000,5930.0000,137720,0
FPT,D,20130417,000000,6040.0000,6090.0000,5930.0000,6010.0000,105540,0
FPT,D,20130418,000000,5950.0000,5980.0000,5840.0000,5850.0000,135860,0
FPT,D,20130422,000000,5930.0000,5930.0000,5840.0000,5840.0000,143400,0
FPT,D,20130423,000000,5920.0000,5920.0000,5850.0000,5900.0000,70860,0
FPT,D,20130424,000000,5930.0000,5930.0000,5840.0000,5870.0000,150350,0
FPT,D,20130425,000000,5950.0000,5950.0000,5870.0000,5890.0000,46180,0
FPT,D,20130426,000000,5890.0000,5920.0000,5870.0000,5890.0000,51690,0
FPT,D,20130502,000000,5920.0000,5920.0000,5850.0000,5850.0000,66280,0
FPT,D,20130503,000000,5870.0000,5890.0000,5850.0000,5870.0000,73320,0
FPT,D,20130506,000000,5920.0000,6060.0000,5870.0000,6060.0000,188450,0
FPT,D,20130507,000000,6010.0000,6060.0000,5930.0000,5930.0000,91010,0
FPT,D,20130508,000000,6010.0000,6030.0000,5950.0000,5980.0000,122380,0
FPT,D,20130509,000000,6010.0000,6010.0000,5980.0000,5980.0000,80750,0
FPT,D,20130510,000000,6010.0000,6010.0000,5980.0000,6000.0000,64700,0
FPT,D,20130513,000000,6040.0000,6040.0000,6000.0000,6010.0000,60290,0
FPT,D,20130514,000000,6010.0000,6220.0000,6010.0000,6070.0000,321880,0
FPT,D,20130515,000000,6120.0000,6140.0000,6070.0000,6140.0000,156680,0
FPT,D,20130516,000000,6170.0000,6170.0000,6090.0000,6140.0000,129340,0
FPT,D,20130517,000000,6120.0000,6140.0000,6090.0000,6090.0000,103500,0
FPT,D,20130520,000000,6090.0000,6300.0000,6090.0000,6220.0000,311400,0
FPT,D,20130521,000000,6530.0000,6640.0000,6340.0000,6640.0000,1829150,0
FPT,D,20130522,000000,6640.0000,6680.0000,6600.0000,6600.0000,473190,0
FPT,D,20130523,000000,6530.0000,6680.0000,6530.0000,6600.0000,620980,0
FPT,D,20130524,000000,6600.0000,6710.0000,6580.0000,6640.0000,325890,0
FPT,D,20130527,000000,6850.0000,6880.0000,6760.0000,6770.0000,364260,0
FPT,D,20130528,000000,6800.0000,6850.0000,6770.0000,6820.0000,330890,0
FPT,D,20130529,000000,6880.0000,7020.0000,6830.0000,6960.0000,495190,0
FPT,D,20130530,000000,6930.0000,6960.0000,6880.0000,6950.0000,294550,0
FPT,D,20130531,000000,6990.0000,7200.0000,6960.0000,7040.0000,580620,0
FPT,D,20130603,000000,7040.0000,7100.0000,6980.0000,7010.0000,312910,0
FPT,D,20130604,000000,7010.0000,7210.0000,7010.0000,7070.0000,721910,0
FPT,D,20130605,000000,7120.0000,7200.0000,7120.0000,7150.0000,114490,0
FPT,D,20130606,000000,7150.0000,7230.0000,7070.0000,7230.0000,189030,0
FPT,D,20130607,000000,7260.0000,7280.0000,7120.0000,7200.0000,145200,0
FPT,D,20130610,000000,7280.0000,7280.0000,7200.0000,7210.0000,256220,0
FPT,D,20130611,000000,7210.0000,7210.0000,7120.0000,7150.0000,235030,0
FPT,D,20130612,000000,7120.0000,7150.0000,7070.0000,7120.0000,194000,0
FPT,D,20130613,000000,7070.0000,7120.0000,7040.0000,7070.0000,413530,0
FPT,D,20130614,000000,7100.0000,7100.0000,6990.0000,6990.0000,257590,0
FPT,D,20130617,000000,7040.0000,7040.0000,6830.0000,6830.0000,245350,0
FPT,D,20130618,000000,6830.0000,6830.0000,6740.0000,6790.0000,179510,0
FPT,D,20130619,000000,6800.0000,6870.0000,6770.0000,6800.0000,105860,0
FPT,D,20130620,000000,6830.0000,6830.0000,6760.0000,6770.0000,144390,0
FPT,D,20130621,000000,6740.0000,6760.0000,6640.0000,6760.0000,249940,0
FPT,D,20130624,000000,6760.0000,6760.0000,6680.0000,6720.0000,157140,0
FPT,D,20130625,000000,6680.0000,6710.0000,6490.0000,6550.0000,668790,0
FPT,D,20130626,000000,6500.0000,6580.0000,6500.0000,6570.0000,171080,0
FPT,D,20130627,000000,6610.0000,6630.0000,6550.0000,6580.0000,171250,0
FPT,D,20130628,000000,6720.0000,6720.0000,6610.0000,6610.0000,113820,0
FPT,D,20130701,000000,6660.0000,6660.0000,6580.0000,6640.0000,42960,0
FPT,D,20130702,000000,6660.0000,6770.0000,6640.0000,6710.0000,82370,0
FPT,D,20130703,000000,6740.0000,6740.0000,6680.0000,6740.0000,144550,0
FPT,D,20130704,000000,6760.0000,6960.0000,6740.0000,6870.0000,526820,0
FPT,D,20130705,000000,6870.0000,6910.0000,6820.0000,6900.0000,193730,0
FPT,D,20130708,000000,6910.0000,6910.0000,6800.0000,6800.0000,112140,0
FPT,D,20130709,000000,6800.0000,6800.0000,6680.0000,6740.0000,88920,0
FPT,D,20130710,000000,6740.0000,6760.0000,6690.0000,6720.0000,42560,0
FPT,D,20130711,000000,6740.0000,6740.0000,6680.0000,6710.0000,108660,0
FPT,D,20130712,000000,6690.0000,6800.0000,6690.0000,6800.0000,102160,0
FPT,D,20130715,000000,6850.0000,6850.0000,6760.0000,6820.0000,75830,0
FPT,D,20130716,000000,6850.0000,6950.0000,6820.0000,6900.0000,107880,0
FPT,D,20130717,000000,6960.0000,6960.0000,6910.0000,6910.0000,145010,0
FPT,D,20130718,000000,6910.0000,6960.0000,6850.0000,6850.0000,65160,0
FPT,D,20130719,000000,6910.0000,6950.0000,6850.0000,6950.0000,113860,0
FPT,D,20130722,000000,7010.0000,7010.0000,6880.0000,6950.0000,66820,0
FPT,D,20130723,000000,6950.0000,6950.0000,6880.0000,6900.0000,95720,0
FPT,D,20130724,000000,6830.0000,6870.0000,6800.0000,6800.0000,239630,0
FPT,D,20130725,000000,6870.0000,6910.0000,6800.0000,6870.0000,107830,0
FPT,D,20130726,000000,6900.0000,6900.0000,6770.0000,6790.0000,58250,0
FPT,D,20130729,000000,6790.0000,6790.0000,6640.0000,6680.0000,179400,0
FPT,D,20130730,000000,6660.0000,6800.0000,6640.0000,6800.0000,90410,0
FPT,D,20130731,000000,6850.0000,6850.0000,6760.0000,6800.0000,83540,0
FPT,D,20130801,000000,6800.0000,6820.0000,6790.0000,6790.0000,77340,0
FPT,D,20130802,000000,6850.0000,6870.0000,6820.0000,6830.0000,77930,0
FPT,D,20130805,000000,6850.0000,7180.0000,6850.0000,7040.0000,564080,0
FPT,D,20130806,000000,7040.0000,7170.0000,7040.0000,7150.0000,475480,0
FPT,D,20130807,000000,7200.0000,7390.0000,7170.0000,7320.0000,826400,0
FPT,D,20130808,000000,7320.0000,7320.0000,7150.0000,7150.0000,363680,0
FPT,D,20130809,000000,7150.0000,7210.0000,7130.0000,7210.0000,204960,0
FPT,D,20130812,000000,7250.0000,7250.0000,7150.0000,7180.0000,199710,0
FPT,D,20130813,000000,7180.0000,7260.0000,7150.0000,7200.0000,426440,0
FPT,D,20130814,000000,7200.0000,7230.0000,7170.0000,7230.0000,198010,0
FPT,D,20130815,000000,7410.0000,7560.0000,7340.0000,7490.0000,805360,0
FPT,D,20130816,000000,7480.0000,7520.0000,7390.0000,7520.0000,320220,0
FPT,D,20130819,000000,7520.0000,7790.0000,7510.0000,7700.0000,538180,0
FPT,D,20130820,000000,7690.0000,7700.0000,7590.0000,7660.0000,448010,0
FPT,D,20130821,000000,7660.0000,7660.0000,7360.0000,7590.0000,472880,0
FPT,D,20130822,000000,7590.0000,7590.0000,7380.0000,7430.0000,373950,0
FPT,D,20130823,000000,7440.0000,7460.0000,7280.0000,7310.0000,440450,0
FPT,D,20130826,000000,7300.0000,7330.0000,7200.0000,7300.0000,199040,0
FPT,D,20130827,000000,7340.0000,7340.0000,7230.0000,7260.0000,122680,0
FPT,D,20130828,000000,7160.0000,7200.0000,6900.0000,7000.0000,433180,0
FPT,D,20130829,000000,6970.0000,7120.0000,6970.0000,6970.0000,139290,0
FPT,D,20130830,000000,7030.0000,7070.0000,6950.0000,7050.0000,229370,0
FPT,D,20130903,000000,7150.0000,7150.0000,7000.0000,7000.0000,58660,0
FPT,D,20130904,000000,7050.0000,7080.0000,6970.0000,7020.0000,255430,0
FPT,D,20130905,000000,7070.0000,7160.0000,7000.0000,7150.0000,241450,0
FPT,D,20130906,000000,7180.0000,7340.0000,7130.0000,7250.0000,265600,0
FPT,D,20130909,000000,7250.0000,7250.0000,7020.0000,7070.0000,136590,0
FPT,D,20130910,000000,7070.0000,7180.0000,7070.0000,7120.0000,61870,0
FPT,D,20130911,000000,7180.0000,7250.0000,7080.0000,7080.0000,232820,0
FPT,D,20130912,000000,7050.0000,7130.0000,7030.0000,7030.0000,192520,0
FPT,D,20130913,000000,7000.0000,7080.0000,7000.0000,7000.0000,109090,0
FPT,D,20130916,000000,7020.0000,7030.0000,6970.0000,6980.0000,171720,0
FPT,D,20130917,000000,7020.0000,7080.0000,6970.0000,7020.0000,158300,0
FPT,D,20130918,000000,7080.0000,7160.0000,7030.0000,7080.0000,206220,0
FPT,D,20130919,000000,7130.0000,7180.0000,7100.0000,7100.0000,137210,0
FPT,D,20130920,000000,7100.0000,7150.0000,7100.0000,7120.0000,44400,0
FPT,D,20130923,000000,7120.0000,7280.0000,7120.0000,7260.0000,322410,0
FPT,D,20130924,000000,7280.0000,7460.0000,7280.0000,7390.0000,335390,0
FPT,D,20130925,000000,7410.0000,7430.0000,7300.0000,7330.0000,252640,0
FPT,D,20130926,000000,7330.0000,7390.0000,7280.0000,7390.0000,179940,0
FPT,D,20130927,000000,7410.0000,7410.0000,7300.0000,7360.0000,134960,0
FPT,D,20130930,000000,7430.0000,7430.0000,7340.0000,7380.0000,191710,0
FPT,D,20131001,000000,7340.0000,7410.0000,7330.0000,7330.0000,309650,0
FPT,D,20131002,000000,7330.0000,7390.0000,7330.0000,7380.0000,125270,0
FPT,D,20131003,000000,7380.0000,7380.0000,7310.0000,7330.0000,180150,0
FPT,D,20131004,000000,7360.0000,7490.0000,7330.0000,7460.0000,435780,0
FPT,D,20131007,000000,7460.0000,7570.0000,7440.0000,7540.0000,244840,0
FPT,D,20131008,000000,7540.0000,7540.0000,7460.0000,7510.0000,150880,0
FPT,D,20131009,000000,7510.0000,7540.0000,7460.0000,7480.0000,203180,0
FPT,D,20131010,000000,7460.0000,7490.0000,7380.0000,7380.0000,259470,0
FPT,D,20131011,000000,7410.0000,7440.0000,7340.0000,7360.0000,194600,0
FPT,D,20131014,000000,7380.0000,7380.0000,7310.0000,7340.0000,164050,0
FPT,D,20131015,000000,7380.0000,7440.0000,7360.0000,7440.0000,147540,0
FPT,D,20131016,000000,7480.0000,7480.0000,7410.0000,7480.0000,361750,0
FPT,D,20131017,000000,7540.0000,7590.0000,7480.0000,7510.0000,413030,0
FPT,D,20131018,000000,7520.0000,7660.0000,7520.0000,7560.0000,470030,0
FPT,D,20131021,000000,7560.0000,7620.0000,7540.0000,7560.0000,357910,0
FPT,D,20131022,000000,7510.0000,7560.0000,7510.0000,7520.0000,213510,0
FPT,D,20131023,000000,7490.0000,7560.0000,7490.0000,7560.0000,228910,0
FPT,D,20131024,000000,7520.0000,7610.0000,7520.0000,7520.0000,257910,0
FPT,D,20131025,000000,7510.0000,7520.0000,7440.0000,7460.0000,257460,0
FPT,D,20131028,000000,7520.0000,7520.0000,7430.0000,7430.0000,90570,0
FPT,D,20131029,000000,7390.0000,7480.0000,7390.0000,7460.0000,118960,0
FPT,D,20131030,000000,7460.0000,7570.0000,7460.0000,7520.0000,251170,0
FPT,D,20131031,000000,7540.0000,7540.0000,7490.0000,7490.0000,136460,0
FPT,D,20131101,000000,7520.0000,7520.0000,7490.0000,7520.0000,124810,0
FPT,D,20131104,000000,7540.0000,7540.0000,7490.0000,7520.0000,55500,0
FPT,D,20131105,000000,7520.0000,7520.0000,7510.0000,7510.0000,170070,0
FPT,D,20131106,000000,7520.0000,7540.0000,7510.0000,7540.0000,147130,0
FPT,D,20131107,000000,7520.0000,7540.0000,7490.0000,7490.0000,205880,0
FPT,D,20131108,000000,7490.0000,7520.0000,7490.0000,7520.0000,142130,0
FPT,D,20131111,000000,7540.0000,7560.0000,7510.0000,7540.0000,147110,0
FPT,D,20131112,000000,7540.0000,7620.0000,7540.0000,7570.0000,277180,0
FPT,D,20131113,000000,7610.0000,7610.0000,7540.0000,7560.0000,77830,0
FPT,D,20131114,000000,7570.0000,7610.0000,7560.0000,7570.0000,108680,0
FPT,D,20131115,000000,7610.0000,7800.0000,7610.0000,7790.0000,707550,0
FPT,D,20131118,000000,7850.0000,7950.0000,7840.0000,7870.0000,518370,0
FPT,D,20131119,000000,7880.0000,7920.0000,7850.0000,7900.0000,314080,0
FPT,D,20131120,000000,7880.0000,7900.0000,7800.0000,7870.0000,273870,0
FPT,D,20131121,000000,7880.0000,8180.0000,7850.0000,7850.0000,472460,0
FPT,D,20131122,000000,7880.0000,7950.0000,7840.0000,7930.0000,175950,0
FPT,D,20131125,000000,7950.0000,7980.0000,7900.0000,7950.0000,447070,0
FPT,D,20131126,000000,7930.0000,7970.0000,7900.0000,7950.0000,279960,0
FPT,D,20131127,000000,7970.0000,7980.0000,7900.0000,7950.0000,204670,0
FPT,D,20131128,000000,7930.0000,7970.0000,7920.0000,7920.0000,153520,0
FPT,D,20131129,000000,7930.0000,7930.0000,7870.0000,7870.0000,190290,0
FPT,D,20131202,000000,7900.0000,7920.0000,7850.0000,7900.0000,287190,0
FPT,D,20131203,000000,7870.0000,8100.0000,7850.0000,7980.0000,1303680,0
FPT,D,20131204,000000,8030.0000,8030.0000,7970.0000,7980.0000,464680,0
FPT,D,20131205,000000,7980.0000,7980.0000,7870.0000,7870.0000,712960,0
FPT,D,20131206,000000,7870.0000,7880.0000,7800.0000,7850.0000,509580,0
FPT,D,20131209,000000,7850.0000,7850.0000,7770.0000,7770.0000,376760,0
FPT,D,20131210,000000,7770.0000,7770.0000,7700.0000,7720.0000,364830,0
FPT,D,20131211,000000,7720.0000,7720.0000,7610.0000,7660.0000,328330,0
FPT,D,20131212,000000,7660.0000,7660.0000,7590.0000,7660.0000,332300,0
FPT,D,20131213,000000,7700.0000,7770.0000,7690.0000,7720.0000,191610,0
FPT,D,20131216,000000,7720.0000,7740.0000,7690.0000,7720.0000,106870,0
FPT,D,20131217,000000,7720.0000,7750.0000,7700.0000,7720.0000,118230,0
FPT,D,20131218,000000,7750.0000,7750.0000,7690.0000,7740.0000,127750,0
FPT,D,20131219,000000,7740.0000,7770.0000,7720.0000,7740.0000,222690,0
FPT,D,20131220,000000,7770.0000,7770.0000,7690.0000,7690.0000,169680,0
FPT,D,20131223,000000,7690.0000,7770.0000,7690.0000,7720.0000,132970,0
FPT,D,20131224,000000,7700.0000,7720.0000,7670.0000,7670.0000,219700,0
FPT,D,20131225,000000,7690.0000,7690.0000,7660.0000,7660.0000,315920,0
FPT,D,20131226,000000,7660.0000,7750.0000,7660.0000,7700.0000,443380,0
FPT,D,20131227,000000,7720.0000,7750.0000,7700.0000,7700.0000,185110,0
FPT,D,20131230,000000,7750.0000,7750.0000,7640.0000,7640.0000,365750,0
FPT,D,20131231,000000,7670.0000,7850.0000,7610.0000,7700.0000,602000,0
FPT,D,20140102,000000,7790.0000,7820.0000,7720.0000,7750.0000,207470,0
FPT,D,20140103,000000,7740.0000,7750.0000,7690.0000,7740.0000,165110,0
FPT,D,20140106,000000,7740.0000,7850.0000,7690.0000,7850.0000,301670,0
FPT,D,20140107,000000,7850.0000,7850.0000,7770.0000,7770.0000,290990,0
FPT,D,20140108,000000,7750.0000,7850.0000,7750.0000,7820.0000,129600,0
FPT,D,20140109,000000,7800.0000,7920.0000,7800.0000,7920.0000,317250,0
FPT,D,20140110,000000,7930.0000,8100.0000,7930.0000,7970.0000,704840,0
FPT,D,20140113,000000,8010.0000,8080.0000,7970.0000,8030.0000,773230,0
FPT,D,20140114,000000,8030.0000,8160.0000,8010.0000,8050.0000,757320,0
FPT,D,20140115,000000,8110.0000,8420.0000,8100.0000,8180.0000,1440070,0
FPT,D,20140116,000000,8260.0000,8340.0000,8180.0000,8260.0000,915150,0
FPT,D,20140117,000000,8340.0000,8590.0000,8260.0000,8420.0000,1192920,0
FPT,D,20140120,000000,8420.0000,8750.0000,8420.0000,8510.0000,883960,0
FPT,D,20140121,000000,8510.0000,8670.0000,8420.0000,8670.0000,647850,0
FPT,D,20140122,000000,8750.0000,8830.0000,8510.0000,8670.0000,650280,0
FPT,D,20140123,000000,8670.0000,8910.0000,8590.0000,8910.0000,476170,0
FPT,D,20140124,000000,9000.0000,9240.0000,8830.0000,9160.0000,836990,0
FPT,D,20140127,000000,9160.0000,9240.0000,9000.0000,9080.0000,613960,0
FPT,D,20140206,000000,9000.0000,9080.0000,8750.0000,8910.0000,538550,0
FPT,D,20140207,000000,8910.0000,9000.0000,8750.0000,8750.0000,753990,0
FPT,D,20140210,000000,8830.0000,9160.0000,8670.0000,9080.0000,611330,0
FPT,D,20140211,000000,9080.0000,9240.0000,8910.0000,9000.0000,1257350,0
FPT,D,20140212,000000,9080.0000,9320.0000,9080.0000,9320.0000,978110,0
FPT,D,20140213,000000,9320.0000,9410.0000,9160.0000,9320.0000,621020,0
FPT,D,20140214,000000,9320.0000,9410.0000,9160.0000,9240.0000,540290,0
FPT,D,20140217,000000,9160.0000,9320.0000,9080.0000,9160.0000,359620,0
FPT,D,20140218,000000,9160.0000,9320.0000,9080.0000,9320.0000,505020,0
FPT,D,20140219,000000,9320.0000,9650.0000,9320.0000,9650.0000,999370,0
FPT,D,20140220,000000,9650.0000,9810.0000,9080.0000,9320.0000,1074480,0
FPT,D,20140221,000000,9320.0000,9570.0000,9080.0000,9490.0000,689100,0
FPT,D,20140224,000000,9490.0000,9730.0000,9320.0000,9730.0000,979350,0
FPT,D,20140225,000000,9570.0000,10060.0000,9570.0000,10060.0000,1577680,0
FPT,D,20140226,000000,10220.0000,10550.0000,10060.0000,10550.0000,2226350,0
FPT,D,20140227,000000,10470.0000,10630.0000,10300.0000,10300.0000,1165490,0
